code,name,country_code,timezone
BBC,Bay City Regional Airport,US,America/Chicago
BBD,Curtis Field,US,America/Chicago
BBE,Big Bell Airport,AU,Australia/Perth
BBG,Butaritari Airport,KI,Pacific/Tarawa
BBH,Barth Airport,DE,Europe/Berlin
BBI,Biju Patnaik Airport,IN,Asia/Kolkata
BBJ,Bitburg Airport,DE,Europe/Berlin
BBK,Kasane Airport,BW,Africa/Gaborone
BBL,Ballera Airport,AU,Australia/Brisbane
BBM,Battambang Airport,KH,Asia/Phnom_Penh
BBN,Bario Airport,MY,Asia/Kuching
BBO,Berbera Airport,SO,Africa/Mogadishu
BBP,Bembridge Airport,GB,Europe/London
BBQ,Codrington Airport,AG,America/Antigua
BBR,Baillif Airport,GP,America/Guadeloupe
BBS,Blackbushe Airport,GB,Europe/London
BBT,Berbérati Airport,CF,Africa/Bangui
BBU,Băneasa International Airport,RO,Europe/Bucharest
BBV,Nero-Mer Airport,CI,Africa/Abidjan
BBW,Broken Bow Municipal Airport,US,America/Chicago
BBX,Wings Field,US,America/New_York
BBY,Bambari Airport,CF,Africa/Bangui
BBZ,Zambezi Airport,ZM,Africa/Lusaka
BCA,Gustavo Rizo Airport,CU,America/Havana
BCB,Virginia Tech Montgomery Executive Airport,US,America/New_York
BCC,Bear Creek 3 Airport,US,America/Anchorage
BCD,Bacolod-Silay Airport,PH,Asia/Manila
BCE,Bryce Canyon Airport,US,America/Denver
BCF,Bouca Airport,CF,Africa/Bangui
BCG,Bemichi Airport,GY,America/Guyana
BCH,Cakung Airport,TL,Asia/Dili
BCI,Barcaldine Airport,AU,Australia/Brisbane
BCK,Bolwarra Airport,AU,Australia/Brisbane
BCL,Barra del Colorado Airport,CR,America/Costa_Rica
BCM,Bacău Airport,RO,Europe/Bucharest
BCN,Barcelona International Airport,ES,Europe/Madrid
BCO,Baco Airport,ET,Africa/Addis_Ababa
BCP,Bambu Airport,PG,Pacific/Port_Moresby
BCQ,Brak Airport,LY,Africa/Tripoli
BCR,Novo Campo Airport,BR,America/Manaus
BCS,Southern Seaplane Airport,US,America/Chicago
BCT,Boca Raton Airport,US,America/New_York
BCU,Sir Abubakar Tafawa Balewa International Airport,NG,Africa/Douala
BCV,Hector Silva Airstrip,BZ,America/Belize
BCW,Benguera Island Airport,MZ,Africa/Maputo
BCX,Beloretsk Airport,RU,Asia/Yekaterinburg
BDA,L.F. Wade International International Airport,BM,Atlantic/Bermuda
BDB,Bundaberg Airport,AU,Australia/Brisbane
BDC,Barra do Corda Airport,BR,America/Fortaleza
BDD,Badu Island Airport,AU,Australia/Brisbane
BDE,Baudette International Airport,US,America/Chicago
BDF,Rinkenberger Restricted Landing Area,US,America/Chicago
BDG,Blanding Municipal Airport,US,America/Shiprock
BDH,Bandar Lengeh Airport,IR,Asia/Tehran
BDI,Bird Island Airport,SC,Indian/Mahe
BDJ,Syamsudin Noor Airport,ID,Asia/Jakarta
BDK,Soko Airport,CI,Africa/Abidjan
BDL,Bradley International Airport,US,America/New_York
BDM,Bandırma Airport,TR,Europe/Istanbul
BDN,Talhar Airport,PK,Asia/Karachi
BDO,Husein Sastranegara International Airport,ID,Asia/Jakarta
BDP,Bhadrapur Airport,NP,Asia/Kathmandu
BDQ,Vadodara Airport,IN,Asia/Kolkata
BDR,Igor I Sikorsky Memorial Airport,US,America/New_York
BDS,Brindisi Airport,IT,Europe/Rome
BDT,Gbadolite Airport,CD,Africa/Kinshasa
BDU,Bardufoss Airport,NO,Europe/Oslo
BDV,Moba Airport,CD,Africa/Lubumbashi
BDW,Bedford Downs Airport,AU,Australia/Perth
BDX,Broadus Airport,US,America/Denver
BDY,Bandon State Airport,US,America/Los_Angeles
BDZ,Baindoung Airport,PG,Pacific/Port_Moresby
BEB,Benbecula Airport,GB,Europe/London
BEC,Beech Factory Airport,US,America/Chicago
BED,Laurence G Hanscom Field,US,America/New_York
BEE,Beagle Bay Airport,AU,Asia/Dili
BEF,Bluefields Airport,NI,America/Managua
BEG,Belgrade Nikola Tesla Airport,RS,Europe/Belgrade
BEH,Southwest Michigan Regional Airport,US,America/Detroit
BEI,Beica Airport,ET,Africa/Addis_Ababa
BEJ,Kalimarau Airport,ID,Asia/Makassar
BEK,Bareilly Air Force Station,IN,Asia/Kathmandu
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,BR,America/Belem
BEM,Beni Mellal Airport,MA,Africa/Bangui
BEN,Benina International Airport,LY,Africa/Tripoli
BEO,Lake Macquarie Airport,AU,Australia/Sydney
BEP,Bellary Airport,IN,Asia/Kolkata
BEQ,RAF Honington,GB,Europe/London
BER,Berlin Brandenburg Airport,DE,Europe/Berlin
BES,Brest Bretagne Airport,FR,Europe/Paris
BET,Bethel Airport,US,America/Anchorage
BEU,Bedourie Airport,AU,Australia/Brisbane
BEV,Beersheba Airport,IL,Asia/Gaza
BEW,Beira Airport,MZ,Africa/Maputo
BEX,RAF Benson,GB,Europe/London
BEY,Beirut Rafic Hariri International Airport,LB,Asia/Beirut
BEZ,Beru Airport,KI,Pacific/Tarawa
BFA,Bahía Negra Airport,PY,America/Campo_Grande
BFC,Bloomfield River Airport,AU,Australia/Brisbane
BFD,Bradford Regional Airport,US,America/New_York
BFE,Bielefeld Airport,DE,Europe/Berlin
BFF,Western Neb. Rgnl/William B. Heilig Airport,US,America/Denver
BFG,Bullfrog Basin Airport,US,America/Denver
BFH,Bacacheri Airport,BR,America/Sao_Paulo
BFI,Boeing Field King County International Airport,US,America/Los_Angeles
BFK,Buckley Air Force Base,US,America/Denver
BFL,Meadows Field,US,America/Los_Angeles
BFM,Mobile Downtown Airport,US,America/Chicago
BFN,Bram Fischer International Airport,ZA,Africa/Johannesburg
BFO,Buffalo Range Airport,ZW,Africa/Harare
BFP,Beaver County Airport,US,America/New_York
BFQ,Bahia Piña Airport,PA,America/Panama
BFR,Virgil I Grissom Municipal Airport,US,America/Indiana/Indianapolis
BFS,Belfast International Airport,GB,Europe/London
BFU,Bengbu Airport,CN,Asia/Shanghai
BFV,Buri Ram Airport,TH,Asia/Bangkok
BFW,Sidi Bel Abbes Airport,DZ,Africa/Algiers
BFX,Bafoussam Airport,CM,Africa/Douala
BGA,Palonegro Airport,CO,America/Bogota
BGB,Booue Airport,GA,Africa/Libreville
BGC,Bragança Airport,PT,Europe/Lisbon
BGD,Hutchinson County Airport,US,America/Chicago
BGE,Decatur County Industrial Air Park,US,America/New_York
BGF,Bangui M'Poko International Airport,CF,Africa/Bangui
BGG,Bingöl Çeltiksuyu Airport,TR,Europe/Istanbul
BGH,Abbaye Airport,MR,Africa/Nouakchott
BGI,Grantley Adams International Airport,BB,America/Barbados
BGJ,Borgarfjörður eystri Airport,IS,Atlantic/Reykjavik
BGK,Big Creek Airport,BZ,America/Belize
BGL,Baglung Airport,NP,Asia/Kathmandu
BGM,Greater Binghamton/Edwin A Link field,US,America/New_York
BGO,Bergen Airport Flesland,NO,America/St_Lucia
BGQ,Big Lake Airport,US,America/Anchorage
BGR,Bangor International Airport,US,America/New_York
BGT,Bagdad Airport,US,America/Phoenix
BGU,Bangassou Airport,CF,Africa/Bangui
BGV,Aeroclube de Bento Gonçalves Airport,BR,America/Sao_Paulo
BGW,Baghdad International Airport / New Al Muthana Air Base,IQ,Asia/Baghdad
BGX,Comandante Gustavo Kraemer Airport,BR,America/Sao_Paulo
BGY,Milan Bergamo Airport,IT,Europe/Rome
BGZ,Braga Municipal Aerodrome,PT,Europe/Lisbon
BHA,Los Perales Airport,EC,America/Guayaquil
BHB,Hancock County-Bar Harbor Airport,US,America/New_York
BHC,Bhurban Heliport,PK,Asia/Karachi
BHD,George Best Belfast City Airport,GB,Europe/London
BHE,Woodbourne Airport,NZ,Pacific/Auckland
BHF,Bahia Cupica Airport,CO,America/Bogota
BHG,Brus Laguna Airport,HN,America/Tegucigalpa
BHH,Bisha Airport,SA,Asia/Riyadh
BHI,Comandante Espora Airport,AR,America/Argentina/Buenos_Aires
BHJ,Bhuj Airport,IN,Asia/Kolkata
BHK,Bukhara Airport,UZ,Asia/Samarkand
BHL,Bahía de los Ángeles Airport,MX,America/Santa_Isabel
BHM,Birmingham-Shuttlesworth International Airport,US,America/Chicago
BHN,Beihan Airport,YE,Asia/Aden
BHO,Raja Bhoj International Airport,IN,Asia/Kolkata
BHP,Bhojpur Airport,NP,Asia/Kathmandu
BHQ,Broken Hill Airport,AU,Australia/Broken_Hill
BHR,Bharatpur Airport,NP,Asia/Kathmandu
BHS,Bathurst Airport,AU,Australia/Sydney
BHU,Bhavnagar Airport,IN,Asia/Kolkata
BHV,Bahawalpur Airport,PK,Asia/Karachi
BHW,Bhagatanwala Airport,PK,Asia/Karachi
BHX,Birmingham International Airport,GB,Europe/London
BHY,Beihai Fucheng Airport,CN,Asia/Chongqing
BIA,Bastia-Poretta Airport,FR,Europe/Paris
BIB,Baidoa Airport,SO,Africa/Mogadishu
BID,Block Island State Airport,US,America/New_York
BIE,Beatrice Municipal Airport,US,America/Chicago
BIF,Biggs Army Air Field ,US,America/Denver
BIG,Allen Army Airfield,US,America/Anchorage
BIH,Eastern Sierra Regional Airport,US,America/Los_Angeles
BII,Enyu Airfield,MH,Pacific/Kwajalein
BIK,Frans Kaisiepo Airport,ID,Asia/Jayapura
BIL,Billings Logan International Airport,US,America/Denver
BIM,South Bimini Airport,BS,America/Nassau
BIN,Bamyan Airport,AF,Asia/Kabul
BIO,Bilbao Airport,ES,Europe/Madrid
BIP,Bulimba Airport,AU,Australia/Brisbane
BIQ,Biarritz-Anglet-Bayonne Airport,FR,Europe/Paris
BIR,Biratnagar Airport,NP,Asia/Kathmandu
BIS,Bismarck Municipal Airport,US,America/Chicago
BIT,Baitadi Airport,NP,Asia/Kathmandu
BIU,Bildudalur Airport,IS,Atlantic/Reykjavik
BIV,Bria Airport,CF,Africa/Bangui
BIW,Billiluna Airport,AU,Australia/Perth
BIX,Keesler Air Force Base,US,America/Chicago
BIY,Bisho Airport,ZA,Africa/Johannesburg
BJA,Soummam – Abane Ramdane Airport,DZ,Africa/Algiers
BJB,Bojnord Airport,IR,Asia/Tehran
BJC,Rocky Mountain Metropolitan Airport,US,America/Denver
BJD,Bakkafjörður Airport,IS,Atlantic/Reykjavik
BJE,Baleela Airport,SD,Africa/Khartoum
BJF,Båtsfjord Airport,NO,Europe/Oslo
BJG,Boalang Airport,ID,Asia/Makassar
BJH,Bajhang Airport,NP,Asia/Kathmandu
BJI,Bemidji Regional Airport,US,America/Rainy_River
BJJ,Wayne County Airport,US,America/Detroit
BJK,Nangasuri Airport,ID,Asia/Jayapura
BJL,Banjul International Airport,GM,Africa/Banjul
BJM,Bujumbura Melchior Ndadaye International Airport,BI,Africa/Bujumbura
BJO,Bermejo Airport,BO,America/La_Paz
BJP,Estadual Arthur Siqueira Airport,BR,America/Sao_Paulo
BJQ,Bahja Airport,OM,Asia/Dubai
BJR,Bahir Dar Airport,ET,Africa/Addis_Ababa
BJT,Bentota River Waterdrome,LK,Asia/Colombo
BJU,Bajura Airport,NP,Asia/Kathmandu
BJV,Milas Bodrum International Airport,TR,Europe/Istanbul
BJW,Bajawa Soa Airport,ID,Asia/Makassar
BJX,Del Bajío International Airport,MX,America/Mexico_City
BJY,Batajnica Air Base,RS,Europe/Belgrade
BJZ,Badajoz Airport,ES,Europe/Madrid
BKB,Nal Airport,IN,Asia/Kolkata
BKC,Buckland Airport,US,America/Anchorage
BKD,Stephens County Airport,US,America/Chicago
BKE,Baker City Municipal Airport,US,America/Los_Angeles
BKF,Lake Brooks Seaplane Base,US,America/Anchorage
BKG,Branson Airport,US,America/Indiana/Vincennes
BKH,Barking Sands Airport,US,Pacific/Honolulu
BKI,Kota Kinabalu International Airport,MY,Asia/Kuching
BKJ,Boké Baralande Airport,GN,Africa/Conakry
BKK,Suvarnabhumi Airport,TH,Asia/Bangkok
BKL,Burke Lakefront Airport,US,America/New_York
BKM,Bakalalan Airport,MY,Asia/Kuching
BKO,Modibo Keita International Airport,ML,Africa/Bamako
BKP,Barkly Downs Airport,AU,Australia/Brisbane
BKQ,Blackall Airport,AU,Australia/Brisbane
BKR,Bokoro Airport,TD,Africa/Ndjamena
BKS,Fatmawati Soekarno Airport,ID,Asia/Jakarta
BKT,Allen C Perkinson Blackstone Army Air Field,US,America/New_York
BKU,Betioky Airport,MG,Indian/Antananarivo
BKW,Raleigh County Memorial Airport,US,America/New_York
BKX,Brookings Regional Airport,US,America/Chicago
BKY,Bukavu Kavumu Airport,CD,Africa/Lubumbashi
BKZ,Bukoba Airport,TZ,Africa/Dar_es_Salaam
BLA,General José Antonio Anzoategui International Airport,VE,America/Caracas
BLB,Panamá Pacífico International Airport,PA,America/Panama
BLC,Bali Airport,CM,Africa/Douala
BLD,Boulder City-Lake Mead International Airport,US,America/Los_Angeles
BLE,Dala Airport,SE,Europe/Stockholm
BLF,Mercer County Airport,US,America/New_York
BLG,Belaga Airport,MY,Asia/Kuching
BLH,Blythe Airport,US,America/Los_Angeles
BLI,Bellingham International Airport,US,America/Los_Angeles
BLJ,Batna Mostefa Ben Boulaid Airport,DZ,Africa/Algiers
BLK,Blackpool International Airport,GB,Europe/London
BLL,Billund Airport,DK,Europe/Copenhagen
BLN,Benalla Airport,AU,Australia/Melbourne
BLO,Hjaltabakki Airport,IS,Atlantic/Reykjavik
BLP,Huallaga Airport,PE,America/Lima
BLQ,Bologna Guglielmo Marconi Airport,IT,Europe/Rome
BLR,Kempegowda International Airport,IN,Asia/Kolkata
BLS,Bollon Airport,AU,Australia/Brisbane
BLT,Blackwater Airport,AU,Australia/Brisbane
BLU,Blue Canyon Nyack Airport,US,America/Los_Angeles
BLV,Scott AFB/Midamerica Airport,US,America/Chicago
BLX,Belluno Airport,IT,Europe/Rome
BLY,Belmullet Aerodrome,IE,Europe/Dublin
BLZ,Chileka International Airport,MW,Africa/Blantyre
BMA,Stockholm-Bromma Airport,SE,Europe/Stockholm
BMB,Bumbar Airport,CD,Africa/Kinshasa
BMC,Brigham City Regional Airport,US,America/Denver
BMD,Belo sur Tsiribihina Airport,MG,Indian/Antananarivo
BME,Broome International Airport,AU,Australia/Perth
BMF,Bakouma Airport,CF,Africa/Bangui
BMG,Monroe County Airport,US,America/Indiana/Indianapolis
BMH,Bomai Airport,PG,Pacific/Port_Moresby
BMI,Central Illinois Regional Airport at Bloomington-Normal,US,America/Chicago
BMJ,Baramita Airport,GY,America/Guyana
BMK,Borkum Airport,DE,Europe/Berlin
BML,Berlin Regional Airport,US,America/New_York
BMM,Bitam Airport,GA,Africa/Libreville
BMN,Bamarni Airport,IQ,Asia/Baghdad
BMO,Banmaw Airport,MM,Asia/Rangoon
BMP,Brampton Island Airport,AU,Australia/Lindeman
BMQ,Bamburi Airport,KE,Africa/Nairobi
BMR,Baltrum Airport,DE,Europe/Berlin
BMS,Sócrates Mariani Bittencourt Airport,BR,America/Bahia
BMT,Beaumont Municipal Airport,US,America/Chicago
BMU,Muhammad Salahuddin Airport,ID,Asia/Makassar
BMV,Buon Ma Thuot Airport,VN,Asia/Ho_Chi_Minh
BMW,Bordj Badji Mokhtar Airport,DZ,Africa/Algiers
BMX,Big Mountain Airport,US,America/Anchorage
BMY,Île Art - Waala Airport,NC,Pacific/Noumea
BMZ,Bamu Airport,PG,Pacific/Port_Moresby
BNA,Nashville International Airport,US,America/Chicago
BNB,Boende Airport,CD,Africa/Kinshasa
BNC,Beni Airport,CD,Africa/Lubumbashi
BND,Bandar Abbas International Airport,IR,Asia/Tehran
BNE,Brisbane International Airport,AU,Australia/Brisbane
BNF,Baranof Warm Springs Float and Seaplane Base,US,America/Sitka
BNG,Banning Municipal Airport,US,America/Los_Angeles
BNI,Benin Airport,NG,Africa/Lagos
BNJ,Bonn-Hangelar Airport,DE,Europe/Luxembourg
BNK,Ballina Byron Gateway Airport,AU,Australia/Sydney
BNL,Barnwell Regional Airport,US,America/New_York
BNM,Bodinumu Airport,PG,Pacific/Port_Moresby
BNN,Brønnøysund Airport,NO,Europe/Oslo
BNO,Burns Municipal Airport,US,America/Los_Angeles
BNP,Bannu Airport,PK,Asia/Karachi
BNR,Banfora Airport,BF,Africa/Ouagadougou
BNS,Barinas Airport,VE,America/Caracas
BNT,Bundi Airport,PG,Pacific/Port_Moresby
BNU,Blumenau Airport,BR,America/Sao_Paulo
BNW,Boone Municipal Airport,US,America/Chicago
BNX,Banja Luka International Airport,BA,Europe/Sarajevo
BNY,Bellona/Anua Airport,SB,Pacific/Guadalcanal
BOA,Boma Airport,CD,Africa/Kinshasa
BOB,Bora Bora Airport,PF,Pacific/Tahiti
BOC,Bocas Del Toro International Airport,PA,America/Panama
BOD,Bordeaux-Mérignac Airport,FR,Europe/Paris
BOE,Boundji Airport,CG,Africa/Brazzaville
BOG,El Dorado International Airport,CO,America/Bogota
BOH,Bournemouth Airport,GB,Europe/London
BOI,Boise Air Terminal/Gowen Field,US,America/Boise
BOJ,Burgas Airport,BG,Europe/Sofia
BOK,Brookings Airport,US,America/Los_Angeles
BOM,Chhatrapati Shivaji International Airport,IN,Asia/Kolkata
BON,Flamingo International Airport,BQ,America/Kralendijk
BOO,Bodø Airport,NO,Europe/Oslo
BOP,Bouar Airport,CF,Africa/Bangui
BOS,Logan International Airport,US,America/New_York
BOT,Bosset Airport,PG,Pacific/Port_Moresby
BOU,Bourges Airport,FR,Europe/Paris
BOW,Bartow Executive Airport,US,America/New_York
BOX,Borroloola Airport,AU,Australia/Darwin
BOY,Bobo Dioulasso Airport,BF,Africa/Ouagadougou
BOZ,Bozoum Airport,CF,Africa/Bangui
BPC,Bamenda Airport,CM,Africa/Douala
BPD,Bapi Airstrip,PG,Pacific/Port_Moresby
BPE,Qinhuangdao Beidaihe Airport,CN,Asia/Rangoon
BPF,Batuna Aerodrome,SB,Pacific/Guadalcanal
BPG,Barra do Garças Airport,BR,America/Cuiaba
BPH,Bislig Airport,PH,Asia/Manila
BPI,Miley Memorial Field,US,America/Denver
BPK,Biangabip Airport,PG,Pacific/Port_Moresby
BPL,Bole Alashankou Airport,CN,Asia/Urumqi
BPM,Begumpet Airport,IN,Asia/Colombo
BPN,Sultan Aji Muhamad Sulaiman Airport,ID,Asia/Makassar
BPS,Porto Seguro Airport,BR,America/Bahia
BPT,Jack Brooks Regional Airport,US,America/Chicago
BPX,Qamdo Bangda Airport,CN,Asia/Urumqi
BPY,Besalampy Airport,MG,Indian/Antananarivo
BQA,Dr Juan C Angara Airport,PH,Asia/Manila
BQB,Busselton Regional Airport,AU,Australia/Perth
BQD,Búðardalur Airport,IS,Atlantic/Reykjavik
BQE,Bubaque Airport,GW,Africa/Bissau
BQG,Bogorodskoye Airport,RU,Asia/Sakhalin
BQH,London Biggin Hill Airport,GB,Europe/London
BQI,Bagani Airport,NA,Africa/Windhoek
BQJ,Batagay Airport,RU,Asia/Khandyga
BQK,Brunswick Golden Isles Airport,US,America/New_York
BQL,Boulia Airport,AU,Australia/Brisbane
BQN,Rafael Hernandez Airport,PR,America/Puerto_Rico
BQO,Bouna Airport,CI,Africa/Abidjan
BQQ,Barra Airport,BR,America/Bahia
BQS,Ignatyevo Airport,RU,Asia/Yakutsk
BQT,Brest Airport,BY,Europe/Minsk
BQU,J F Mitchell Airport,VC,America/St_Vincent
BQV,Bartlett Cove Seaplane Base,US,America/Juneau
BQW,Balgo Hill Airport,AU,Australia/Perth
BRA,Barreiras Airport,BR,America/Bahia
BRB,Barreirinhas Airport,BR,America/Fortaleza
BRC,San Carlos De Bariloche Airport,AR,America/Argentina/Salta
BRD,Brainerd Lakes Regional Airport,US,America/Chicago
BRE,Bremen Airport,DE,Europe/Berlin
BRI,Bari Karol Wojtyła Airport,IT,Europe/Rome
BRK,Bourke Airport,AU,Australia/Sydney
BRL,Southeast Iowa Regional Airport,US,America/Chicago
BRM,Barquisimeto International Airport,VE,America/Caracas
BRN,Bern Belp Airport,CH,Europe/Zurich
BRO,Brownsville South Padre Island International Airport,US,America/Chicago
BRP,Biaru Airport,PG,Pacific/Port_Moresby
BRQ,Brno-Tuřany Airport,CZ,Europe/Prague
BRR,Barra Airport,GB,Europe/London
BRS,Bristol Airport,GB,Europe/London
BRT,Bathurst Island Airport,AU,Australia/Darwin
BRU,Brussels Airport,BE,Europe/Brussels
BRW,Wiley Post Will Rogers Memorial Airport,US,America/Anchorage
BRX,Maria Montez International Airport,DO,America/Santo_Domingo
BRY,Samuels Field,US,America/New_York
BSA,Bosaso / Bender Qassim International Airport,SO,Africa/Mogadishu
BSB,Presidente Juscelino Kubitschek International Airport,BR,America/Sao_Paulo
BSC,José Celestino Mutis Airport,CO,America/Bogota
BSD,Baoshan Yunduan Airport,CN,Asia/Chongqing
BSE,Sematan Airport,MY,Asia/Kuching
BSF,Bradshaw Army Airfield,US,Pacific/Honolulu
BSG,Bata Airport,GQ,Africa/Malabo
BSJ,Bairnsdale Airport,AU,Australia/Melbourne
BSK,Biskra - Mohamed Khider Airport,DZ,Africa/Algiers
BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,FR,Europe/Zurich
BSM,Bishe Kola Air Base,IR,Asia/Tehran
BSN,Bossangoa Airport,CF,Africa/Bangui
BSO,Basco Airport,PH,Asia/Manila
BSP,Bensbach Airport,PG,Pacific/Port_Moresby
BSQ,Bisbee Municipal Airport,US,America/Phoenix
BSR,Basra International Airport,IQ,Asia/Baghdad
BSS,Balsas Airport,BR,America/Fortaleza
BST,Bost Airport,AF,Asia/Kabul
BSU,Basankusu Airport,CD,Africa/Kinshasa
BSV,Besakoa Airport,MG,Indian/Antananarivo
BSW,Boswell Bay Airport,US,America/Anchorage
BSX,Pathein Airport,MM,Asia/Rangoon
BSY,Bardera Airport,SO,Africa/Mogadishu
BTA,Bertoua Airport,CM,Africa/Douala
BTB,Betou Airport,CG,Africa/Brazzaville
BTC,Batticaloa Airport,LK,Asia/Colombo
BTD,Brunette Downs Airport,AU,Australia/Darwin
BTE,Sherbro International Airport,SL,Africa/Freetown
BTF,Skypark Airport,US,America/Denver
BTG,Batangafo Airport,CF,Africa/Bangui
BTH,Hang Nadim International Airport,ID,Asia/Jakarta
BTI,Barter Island Long Range Radar Station Airport,US,America/Anchorage
BTJ,Sultan Iskandar Muda International Airport,ID,Asia/Jakarta
BTK,Bratsk Airport,RU,Asia/Irkutsk
BTL,Battle Creek Executive Airport at Kellogg Field,US,America/Detroit
BTM,Bert Mooney Airport,US,America/Denver
BTN,Marlboro County Jetport H.E. Avent Field,US,America/New_York
BTO,Botopasi Airport,SR,America/Paramaribo
BTP,Pittsburgh/Butler Regional Airport,US,America/Toronto
BTQ,Butare Airport,RW,Africa/Kigali
BTR,Baton Rouge Metropolitan Airport,US,America/Chicago
BTS,M. R. Štefánik Airport,SK,Europe/Bratislava
BTT,Bettles Airport,US,America/Anchorage
BTU,Bintulu Airport,MY,Asia/Kuching
BTV,Burlington International Airport,US,America/New_York
BTW,Batu Licin Airport,ID,Asia/Jakarta
BTX,Betoota Airport,AU,Australia/Brisbane
BTY,Beatty Airport,US,America/Los_Angeles
BTZ,Bursa Airport,TR,Europe/Istanbul
BUA,Buka Airport,PG,Pacific/Port_Moresby
BUB,Cram Field,US,America/Chicago
BUC,Burketown Airport,AU,Australia/Brisbane
BUD,Budapest Liszt Ferenc International Airport,HU,Europe/Budapest
BUF,Buffalo Niagara International Airport,US,America/New_York
BUG,Benguela 17th of September Airport,AO,Africa/Luanda
BUI,Bokondini Airport,ID,Asia/Jayapura
BUJ,Bou Saada Airport,DZ,Africa/Algiers
BUK,Al-Bough Airport,YE,Asia/Aden
BUL,Bulolo Airport,PG,Pacific/Port_Moresby
BUM,Butler Memorial Airport,US,America/Chicago
BUN,Gerardo Tobar López Airport,CO,America/Bogota
BUO,Burao Airport,SO,Africa/Mogadishu
BUP,Bhatinda Air Force Station,IN,Asia/Kolkata
BUQ,Joshua Mqabuko Nkomo International Airport,ZW,Africa/Harare
BUR,Bob Hope Airport,US,America/Los_Angeles
BUS,Batumi International Airport,GE,Asia/Tbilisi
BUT,Bathpalathang Airport,BT,Europe/Isle_of_Man
BUU,Muara Bungo Airport,ID,America/Chicago
BUV,Bella Union Airport,UY,America/Montevideo
BUW,Betoambari Airport,ID,Asia/Makassar
BUX,Bunia Airport,CD,Africa/Lubumbashi
BUY,Bunbury Airport,AU,Australia/Perth
BUZ,Bushehr Airport,IR,Asia/Tehran
BVA,Paris Beauvais Tillé Airport,FR,Europe/Paris
BVB,Atlas Brasil Cantanhede Airport,BR,America/Boa_Vista
BVC,Rabil Airport,CV,Atlantic/Cape_Verde
BVE,Brive-Souillac,FR,Europe/Andorra
BVG,Berlevåg Airport,NO,Europe/Oslo
BVH,Brigadeiro Camarão Airport,BR,America/Cuiaba
