code,name,country_code,timezone
SKG,Thessaloniki Macedonia International Airport,GR,Europe/Athens
SKH,Surkhet Airport,NP,Asia/Kathmandu
SKK,Shaktoolik Airport,US,America/Anchorage
SKM,Skeldon Airport,GY,America/Guyana
SKN,Stokmarknes Skagen Airport,NO,Europe/Oslo
SKO,Sadiq Abubakar III International Airport,NG,Africa/Lagos
SKP,Skopje International Airport,MK,Europe/Skopje
SKQ,Sekakes Airport,LS,Africa/Maseru
SKR,Shakiso Airport,ET,Africa/Addis_Ababa
SKS,Skrydstrup Air Base,DK,Europe/Copenhagen
SKT,Sialkot International Airport,PK,Asia/Karachi
SKU,Skiros Airport,GR,Europe/Athens
SKV,Saint Catherine International Airport,EG,Africa/Cairo
SKX,Saransk Airport,RU,Europe/Moscow
SKZ,Sukkur Airport,PK,Asia/Karachi
SLA,Martin Miguel De Guemes International Airport,AR,America/Argentina/Salta
SLB,Storm Lake Municipal Airport,US,America/Rainy_River
SLC,Salt Lake City International Airport,US,America/Denver
SLD,Sliač Airport,SK,Europe/Bratislava
SLE,Salem Municipal Airport/McNary Field,US,America/Vancouver
SLF,Sulayel Airport,SA,Asia/Riyadh
SLH,Sola Airport,VU,Pacific/Efate
SLI,Solwesi Airport,ZM,Africa/Lusaka
SLK,Adirondack Regional Airport,US,America/New_York
SLL,Salalah Airport,OM,Asia/Muscat
SLM,Salamanca Airport,ES,Europe/Madrid
SLN,Salina Municipal Airport,US,America/Chicago
SLP,Ponciano Arriaga International Airport,MX,America/Mexico_City
SLQ,Sleetmute Airport,US,America/Anchorage
SLR,Sulphur Springs Municipal Airport,US,America/Matamoros
SLS,Silistra Polkovnik Lambrinovo Air Base,BG,Europe/Sofia
SLT,Salida Airport Harriett Alexander Field,US,America/Denver
SLU,George F. L. Charles Airport,LC,America/St_Lucia
SLV,Shimla Airport,IN,Asia/Kolkata
SLW,Plan De Guadalupe International Airport,MX,America/Monterrey
SLX,Salt Cay Airport,TC,America/Grand_Turk
SLY,Salekhard Airport,RU,Asia/Yekaterinburg
SLZ,Marechal Cunha Machado International Airport,BR,America/Belem
SMA,Santa Maria Airport,PT,Atlantic/Azores
SMB,Franco Bianco Airport,CL,America/Santiago
SME,Lake Cumberland Regional Airport,US,America/Kentucky/Monticello
SMF,Sacramento International Airport,US,America/Los_Angeles
SMG,Santa Maria Airport,PE,America/Lima
SMH,Sapmanga Airport,PG,Pacific/Port_Moresby
SMI,Samos Airport,GR,Europe/Athens
SMJ,Sim Airport,PG,Pacific/Port_Moresby
SMK,St Michael Airport,US,America/Nome
SML,Stella Maris Airport,BS,America/Nassau
SMM,Semporna Airport,MY,Asia/Kuching
SMN,Lemhi County Airport,US,America/Boise
SMO,Santa Monica Municipal Airport,US,America/Los_Angeles
SMQ,Sampit(Hasan) Airport,ID,Asia/Pontianak
SMR,Simón Bolívar International Airport,CO,America/Bogota
SMS,Sainte Marie Airport,MG,Indian/Antananarivo
SMU,Sheep Mountain Airport,US,America/Anchorage
SMV,Samedan Airport,CH,Europe/Zurich
SMW,Smara Airport,EH,Africa/El_Aaiun
SMX,Santa Maria Pub/Capt G Allan Hancock Field,US,America/Los_Angeles
SMY,Simenti Airport,SN,Africa/Dakar
SMZ,Stoelmanseiland Airport,SR,America/Paramaribo
SNA,John Wayne Airport-Orange County Airport,US,America/Los_Angeles
SNB,Snake Bay Airport,AU,Australia/Darwin
SNC,General Ulpiano Paez Airport,EC,America/Guayaquil
SNE,Preguiça Airport,CV,Atlantic/Cape_Verde
SNF,Sub Teniente Nestor Arias Airport,VE,America/Caracas
SNG,Capitán Av. Juan Cochamanidis S. Airport,BO,America/La_Paz
SNH,Stanthorpe Airport,AU,Australia/Brisbane
SNI,Greenville/Sinoe Airport,LR,Africa/Monrovia
SNJ,San Julian Air Base,CU,America/Havana
SNL,Shawnee Regional Airport,US,America/Matamoros
SNM,San Ignacio de Moxos Airport,BO,America/La_Paz
SNN,Shannon Airport,IE,Europe/Dublin
SNO,Sakon Nakhon Airport,TH,Asia/Bangkok
SNP,St Paul Island Airport,US,America/Adak
SNQ,San Quintín Military Airstrip,MX,America/Santa_Isabel
SNR,Saint-Nazaire-Montoir Airport,FR,Europe/Paris
SNS,Salinas Municipal Airport,US,America/Los_Angeles
SNT,Las Cruces Airport,CO,America/Bogota
SNU,Abel Santamaria Airport,CU,America/Havana
SNV,Santa Elena de Uairen Airport,VE,America/Caracas
SNW,Thandwe Airport,MM,Asia/Rangoon
SNY,Sidney Municipal-Lloyd W Carr Field,US,America/Denver
SNZ,Santa Cruz Air Force Base,BR,America/Sao_Paulo
SOB,Hévíz–Balaton Airport,HU,Europe/Budapest
SOC,Adisumarmo International Airport,ID,Asia/Jakarta
SOD,Sorocaba Airport,BR,America/Sao_Paulo
SOE,Souanke Airport,CG,Africa/Brazzaville
SOF,Sofia Airport,BG,Europe/Sofia
SOG,Sogndal Airport,NO,Europe/Oslo
SOJ,Sørkjosen Airport,NO,Europe/Oslo
SOK,Semonkong Airport,LS,Africa/Maseru
SOL,Solomon State Field,US,America/Nome
SOM,San Tomé Airport,VE,America/Caracas
SON,Santo Pekoa International Airport,VU,Pacific/Efate
SOO,Söderhamn Airport,SE,Europe/Stockholm
SOP,Moore County Airport,US,America/Kentucky/Monticello
SOT,Sodankyla Airport,FI,Europe/Helsinki
SOU,Southampton Airport,GB,Europe/London
SOV,Seldovia Airport,US,America/Anchorage
SOW,Show Low Regional Airport,US,America/Phoenix
SOX,Alberto Lleras Camargo Airport,CO,America/Bogota
SOY,Stronsay Airport,GB,Europe/London
SOZ,Solenzara (BA 126) Air Base,FR,Europe/Paris
SPA,Spartanburg Downtown Memorial Airport,US,America/Kentucky/Monticello
SPB,Charlotte Amalie Harbor Seaplane Base,VI,America/St_Thomas
SPC,La Palma Airport,ES,Atlantic/Canary
SPD,Saidpur Airport,BD,Asia/Dhaka
SPE,Sepulot Airport,MY,Asia/Kuching
SPH,Sopu Airport,PG,Pacific/Port_Moresby
SPI,Abraham Lincoln Capital Airport,US,America/Chicago
SPJ,Sparti Airport,GR,Europe/Athens
SPM,Spangdahlem Air Base,DE,Europe/Berlin
SPN,Saipan International Airport,MP,Pacific/Saipan
SPP,Menongue Airport,AO,Africa/Luanda
SPR,John Greif II Airport,BZ,America/Belize
SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,US,America/Chicago
SPT,Sipitang Airport,MY,Asia/Kuching
SPU,Split Airport,HR,Europe/Zagreb
SPW,Spencer Municipal Airport,US,America/Rainy_River
SPY,San Pedro Airport,CI,Africa/Abidjan
SPZ,Springdale Municipal Airport,US,America/Indiana/Vincennes
SQA,Santa Ynez Airport,US,America/Los_Angeles
SQC,Southern Cross Airport,AU,Australia/Perth
SQE,San Luis De Palenque Airport,CO,America/Bogota
SQG,Sintang(Susilo) Airport,ID,Asia/Pontianak
SQH,Na-San Airport,VN,Asia/Ho_Chi_Minh
SQI,Whiteside County Airport-Joseph H Bittorf Field,US,America/Chicago
SQJ,Shaxian Airport,CN,Asia/Taipei
SQM,São Miguel do Araguaia Airport,BR,America/Sao_Paulo
SQN,Emalamo Sanana Airport,ID,Asia/Jayapura
SQO,Storuman Airport,SE,Europe/Stockholm
SQQ,Šiauliai International Airport,LT,Europe/Vilnius
SQR,Soroako Airport,ID,Asia/Makassar
SQT,China Strait Airstrip,PG,Pacific/Port_Moresby
SQU,Saposoa Airport,PE,America/Lima
SQW,Skive Airport,DK,Europe/Copenhagen
SQX,São Miguel do Oeste Airport,BR,America/Sao_Paulo
SQY,São Lourenço do Sul Airport,BR,America/Sao_Paulo
SQZ,RAF Scampton,GB,Europe/London
SRA,Santa Rosa Airport,BR,America/Sao_Paulo
SRB,Santa Rosa De Yacuma Airport,BO,America/La_Paz
SRD,San Ramón Airport,BO,America/La_Paz
SRG,Achmad Yani Airport,ID,Asia/Jakarta
SRH,Sarh Airport,TD,Africa/Ndjamena
SRJ,Capitán Av. German Quiroga G. Airport,BO,America/La_Paz
SRN,Strahan Airport,AU,Australia/Hobart
SRO,Santana Ramos Airport,CO,America/Bogota
SRP,Stord Airport,NO,Europe/Oslo
SRQ,Sarasota Bradenton International Airport,US,America/New_York
SRR,Dunwich Airport,AU,Australia/Brisbane
SRS,San Marcos Airport,CO,America/Panama
SRT,Soroti Airport,UG,Africa/Kampala
SRV,Stony River 2 Airport,US,America/Anchorage
SRW,Mid-Carolina Regional Airport,US,America/Kentucky/Monticello
SRX,Gardabya Airport,LY,Africa/Tripoli
SRY,Sari Dasht-e Naz International Airport,IR,Asia/Tehran
SRZ,El Trompillo Airport,BO,America/La_Paz
SSA,Deputado Luiz Eduardo Magalhães International Airport,BR,America/Bahia
SSB,Christiansted Harbor Seaplane Base,VI,America/St_Thomas
SSC,Shaw Air Force Base,US,America/Kentucky/Monticello
SSD,Víctor Lafón Airport,CL,America/Santiago
SSE,Solapur Airport,IN,Asia/Kolkata
SSF,Stinson Municipal Airport,US,America/Bogota
SSG,Malabo Airport,GQ,Africa/Malabo
SSH,Sharm El Sheikh International Airport,EG,Africa/Cairo
SSI,St Simons Island Airport,US,America/Havana
SSJ,Sandnessjøen Airport (Stokka),NO,Europe/Oslo
SSK,Sturt Creek Airport,AU,Australia/Perth
SSL,Santa Rosalia Airport,CO,America/Bogota
SSN,Seoul Air Base (K-16),KR,Asia/Seoul
SSO,São Lourenço Airport,BR,America/Sao_Paulo
SSP,Silver Plains Airport,AU,Pacific/Port_Moresby
SSQ,La Sarre Airport,CA,America/Toronto
SSR,Sara Airport,VU,Pacific/Efate
SST,Santa Teresita Airport,AR,America/Argentina/Buenos_Aires
SSW,Stuart Island Airpark,US,America/Vancouver
SSX,Singita Safari Lodge Airport,ZA,Europe/Istanbul
SSY,Mbanza Congo Airport,AO,Africa/Kinshasa
SSZ,Base Aérea de Santos,BR,America/Sao_Paulo
STA,Stauning Airport,DK,Europe/Copenhagen
STB,Santa Bárbara del Zulia Airport,VE,America/Caracas
STC,Saint Cloud Regional Airport,US,America/Chicago
STD,Mayor Buenaventura Vivas International Airport,VE,America/Caracas
STE,Stevens Point Municipal Airport,US,America/Menominee
STF,Stephens Island Seaplane Base,AU,Pacific/Port_Moresby
STG,St George Airport,US,America/Adak
STH,Strathmore Airport,AU,Australia/Brisbane
STI,Cibao International Airport,DO,America/Santo_Domingo
STJ,Rosecrans Memorial Airport,US,America/Indiana/Vincennes
STK,Sterling Municipal Airport,US,America/Denver
STL,St Louis Lambert International Airport,US,America/Chicago
STM,Maestro Wilson Fonseca Airport,BR,America/Manaus
STN,London Stansted Airport,GB,Europe/London
STP,St Paul Downtown Holman Field,US,America/Chicago
STQ,St Marys Municipal Airport,US,America/Toronto
STR,Stuttgart Airport,DE,Europe/Berlin
STS,Charles M. Schulz Sonoma County Airport,US,America/Los_Angeles
STT,Cyril E. King Airport,VI,America/St_Thomas
STU,Santa Cruz Airport,BZ,America/Belize
STV,Surat Airport,IN,Asia/Kolkata
STW,Stavropol Shpakovskoye Airport,RU,Europe/Moscow
STX,Henry E Rohlsen Airport,VI,America/St_Thomas
STY,Nueva Hesperides International Airport,UY,America/Montevideo
SUA,Witham Field,US,America/Nassau
SUB,Juanda International Airport,ID,Asia/Jakarta
SUD,Stroud Municipal Airport,US,America/Matamoros
SUE,Door County Cherryland Airport,US,America/Menominee
SUF,Lamezia Terme Airport,IT,Europe/Rome
SUG,Surigao Airport,PH,Asia/Manila
SUH,Sur Airport,OM,Asia/Muscat
SUI,Sukhumi Babushara /  Vladislav Ardzinba International Airport,GE,Asia/Tbilisi
SUJ,Satu Mare Airport,RO,Europe/Bucharest
SUK,Sakkyryr Airport,RU,Asia/Seoul
SUL,Sui Airport,PK,Asia/Karachi
SUM,Sumter Airport,US,America/Kentucky/Monticello
SUN,Friedman Memorial Airport,US,America/Boise
SUO,Sunriver Airport,US,America/Los_Angeles
SUP,Trunojoyo Airport,ID,Asia/Jakarta
SUQ,Sucua Airport,EC,America/Guayaquil
SUR,Summer Beaver Airport,CA,America/Toronto
SUS,Spirit of St Louis Airport,US,America/Indiana/Vincennes
SUT,Sumbawanga Airport,TZ,Africa/Dar_es_Salaam
SUU,Travis Air Force Base,US,America/Los_Angeles
SUV,Nausori International Airport,FJ,Pacific/Fiji
SUW,Richard I Bong Airport,US,America/Atikokan
SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,US,America/Chicago
SUY,Suntar Airport,RU,Atlantic/Reykjavik
SVA,Savoonga Airport,US,America/Nome
SVB,Sambava Airport,MG,Indian/Antananarivo
SVD,Argyle International Airport,VC,America/St_Vincent
SVE,Susanville Municipal Airport,US,America/Boise
SVF,Savé Airport,BJ,Africa/Porto-Novo
SVG,Stavanger Airport Sola,NO,Europe/Oslo
SVH,Statesville Regional Airport,US,America/Kentucky/Monticello
SVI,Eduardo Falla Solano Airport,CO,America/Bogota
SVJ,Svolvær Helle Airport,NO,Europe/Oslo
SVK,Silver Creek Airport,BZ,America/Belize
SVL,Savonlinna Airport,FI,Europe/Helsinki
SVN,Hunter Army Air Field,US,America/Kentucky/Monticello
SVO,Sheremetyevo International Airport,RU,Europe/Moscow
SVP,Kuito Airport,AO,Africa/Luanda
SVQ,Sevilla Airport,ES,Europe/Madrid
SVS,Stevens Village Airport,US,America/Anchorage
SVT,Savuti Airport,BW,Africa/Lusaka
SVU,Savusavu Airport,FJ,Pacific/Fiji
SVV,San Salvador de Paul Airport,VE,America/Caracas
SVW,Sparrevohn LRRS Airport,US,America/Anchorage
SVX,Koltsovo Airport,RU,Asia/Yekaterinburg
SVZ,San Antonio Del Tachira Airport,VE,America/Caracas
SWA,Jieyang Chaoshan International Airport,CN,Asia/Shanghai
SWB,Shaw River Airport,AU,Australia/Perth
SWC,Stawell Airport,AU,Australia/Melbourne
SWD,Seward Airport,US,America/Anchorage
SWE,Siwea Airport,PG,Pacific/Port_Moresby
SWF,New York Stewart International Airport,US,America/New_York
SWG,Satwag Airport,PG,Pacific/Port_Moresby
SWH,Swan Hill Airport,AU,Australia/Melbourne
SWJ,Southwest Bay Airport,VU,Pacific/Efate
SWN,Sahiwal Airport,PK,Asia/Karachi
SWO,Stillwater Regional Airport,US,America/Matamoros
SWP,Swakopmund Municipal Aerodrome,NA,Africa/Windhoek
SWQ,Sumbawa Besar Airport,ID,Asia/Makassar
SWR,Silur Airport,PG,Pacific/Port_Moresby
SWS,Swansea Airport,GB,Europe/London
SWT,Strezhevoy Airport,RU,Asia/Omsk
SWU,Suwon Airport,KR,Asia/Seoul
SWW,Avenger Field,US,America/Ojinaga
SWX,Shakawe Airport,BW,Africa/Gaborone
SWY,Sitiawan Airport,MY,Asia/Kuala_Lumpur
SXA,Sialum Airport,PG,Pacific/Port_Moresby
SXB,Strasbourg Airport,FR,Europe/Paris
SXG,Senanga Airport,ZM,Africa/Lusaka
SXH,Sehulea Airport,PG,Pacific/Port_Moresby
SXI,Sirri Island Airport,IR,Asia/Tehran
SXJ,Shanshan Airport,CN,Asia/Urumqi
SXK,Saumlaki/Olilit Airport,ID,Asia/Jayapura
SXL,Sligo Airport,IE,Europe/Dublin
SXM,Princess Juliana International Airport,SX,America/Lower_Princes
SXN,Sua Pan Airport,BW,Africa/Gaborone
SXO,São Félix do Araguaia Airport,BR,America/Cuiaba
SXP,Nunam Iqua Airport,US,America/Nome
SXQ,Soldotna Airport,US,America/Anchorage
SXR,Sheikh ul Alam Airport,IN,Asia/Kolkata
SXS,Sahabat [Sahabat 16] Airport,MY,Asia/Kuching
SXT,Sungai Tiang Airport,MY,Asia/Kuala_Lumpur
SXU,Soddu Airport,ET,Africa/Addis_Ababa
SXV,Salem Airport,IN,Asia/Kolkata
SXW,Sauren Airport,PG,Europe/Oslo
SXX,São Félix do Xingu Airport,BR,America/Araguaina
SXZ,Siirt Airport,TR,Europe/Istanbul
SYA,Eareckson Air Station,US,America/Adak
SYD,Sydney Kingsford Smith International Airport,AU,Australia/Sydney
SYE,Sadah Airport,YE,Asia/Aden
SYF,Silva Bay Seaplane Base,CA,America/Vancouver
SYH,Syangboche Airport,NP,Asia/Kathmandu
SYI,Bomar Field Shelbyville Municipal Airport,US,America/Indiana/Tell_City
SYJ,Sirjan Airport,IR,Asia/Tehran
SYK,Stykkishólmur Airport,IS,Atlantic/Reykjavik
SYM,Pu'er Simao Airport,CN,Asia/Chongqing
SYN,Stanton Airfield,US,America/Chicago
SYO,Shonai Airport,JP,Asia/Tokyo
SYP,Ruben Cantu Airport,PA,America/Panama
SYQ,Tobías Bolaños International Airport,CR,America/Costa_Rica
SYR,Syracuse Hancock International Airport,US,America/New_York
SYS,Saskylakh Airport,RU,Asia/Seoul
SYT,Saint-Yan Airport,FR,Europe/Paris
SYU,Warraber Island Airport,AU,Australia/Brisbane
SYV,Sylvester Airport,US,America/Kentucky/Monticello
SYW,Sehwan Sharif Airport,PK,Asia/Karachi
SYX,Sanya Phoenix International Airport,CN,Asia/Chongqing
SYY,Stornoway Airport,GB,Europe/London
SYZ,Shiraz Shahid Dastghaib International Airport,IR,Asia/Tehran
SZA,Soyo Airport,AO,Africa/Luanda
SZB,Sultan Abdul Aziz Shah International Airport,MY,Asia/Kuala_Lumpur
SZE,Semera Airport,ET,Asia/Kuching
SZF,Samsun Çarşamba Airport,TR,Europe/Istanbul
SZG,Salzburg Airport,AT,Europe/Vienna
SZI,Zaysan Airport,KZ,Europe/Budapest
SZJ,Siguanea Airport,CU,America/Havana
SZK,Skukuza Airport,ZA,Africa/Johannesburg
SZL,Whiteman Air Force Base,US,America/Indiana/Vincennes
SZM,Sesriem Airstrip,NA,Africa/Windhoek
SZN,Santa Cruz Island Airport,US,America/Los_Angeles
SZP,Santa Paula Airport,US,America/Los_Angeles
SZR,Stara Zagora Airport,BG,Europe/Sofia
SZS,Ryan's Creek Aerodrome,NZ,Pacific/Auckland
SZV,Suzhou Guangfu Airport,CN,Asia/Shanghai
SZW,Schwerin Parchim Airport,DE,Europe/Berlin
SZX,Shenzhen Bao'an International Airport,CN,Asia/Macau
SZY,Olsztyn-Mazury Airport,PL,Europe/Warsaw
SZZ,"Szczecin-Goleniów ""Solidarność"" Airport",PL,Europe/Warsaw
TAB,Tobago-Crown Point Airport,TT,America/Port_of_Spain
TAC,Daniel Z. Romualdez Airport,PH,Asia/Manila
TAD,Perry Stokes Airport,US,America/Denver
TAE,Daegu Airport,KR,Asia/Seoul
TAF,Oran Tafraoui Airport,DZ,Africa/Algiers
TAG,Bohol-Panglao International Airport,PH,Asia/Manila
TAH,Tanna Airport,VU,Pacific/Efate
TAI,Ta'izz International Airport,YE,Asia/Aden
TAJ,Tadji Airport,PG,Pacific/Port_Moresby
TAK,Takamatsu Airport,JP,Asia/Tokyo
TAL,Ralph M Calhoun Memorial Airport,US,Pacific/Guadalcanal
TAM,General Francisco Javier Mina International Airport,MX,America/Mexico_City
TAN,Tangalooma Airport,AU,Australia/Brisbane
TAO,Qingdao Jiaodong International Airport,CN,Asia/Shanghai
TAP,Tapachula International Airport,MX,America/Merida
TAQ,Tarcoola Airport,AU,Australia/Adelaide
TAR,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",IT,Europe/Rome
TAS,Tashkent International Airport,UZ,Asia/Tashkent
TAT,Poprad-Tatry Airport,SK,Europe/Uzhgorod
TAU,Tauramena Airport,CO,America/Bogota
TAW,Tacuarembo Airport,UY,America/Montevideo
TAX,Taliabu Island Airport,ID,Asia/Jayapura
TAY,Tartu Airport,EE,Europe/Tallinn
TAZ,Daşoguz Airport,TM,Asia/Ashgabat
TBB,Dong Tac Airport,VN,Asia/Ho_Chi_Minh
TBC,Tuba City Airport,US,America/Phoenix
TBE,Timbunke Airport,PG,Asia/Jayapura
TBF,Tabiteuea North Airport,KI,Pacific/Tarawa
TBG,Tabubil Airport,PG,Pacific/Port_Moresby
TBH,Tugdan Airport,PH,Asia/Manila
TBJ,Tabarka 7 Novembre Airport,TN,Africa/Tunis
TBK,Timber Creek Airport,AU,Australia/Darwin
TBL,Tableland Homestead Airport,AU,Australia/Perth
TBM,Tumbang Samba Airport,ID,Asia/Pontianak
TBN,Waynesville-St. Robert Regional Forney field,US,America/Chicago
TBO,Tabora Airport,TZ,Africa/Dar_es_Salaam
TBP,Capitan FAP Pedro Canga Rodriguez Airport,PE,America/Lima
TBQ,Tarabo Airport,PG,Pacific/Port_Moresby
TBR,Statesboro Bulloch County Airport,US,America/Kentucky/Monticello
TBS,Tbilisi International Airport,GE,Asia/Tbilisi
TBT,Tabatinga Airport,BR,America/Porto_Velho
TBU,Fua'amotu International Airport,TO,Pacific/Tongatapu
TBW,Donskoye Airport,RU,Europe/Moscow
TBY,Tshabong Airport,BW,Africa/Gaborone
TBZ,Tabriz International Airport,IR,Asia/Tehran
TCA,Tennant Creek Airport,AU,Australia/Darwin
TCB,Treasure Cay Airport,BS,America/Nassau
TCC,Tucumcari Municipal Airport,US,America/Denver
TCD,Tarapacá Airport,CO,America/Bogota
TCE,Tulcea Danube Delta Airport,RO,Europe/Bucharest
TCG,Tacheng Airport,CN,Asia/Urumqi
TCH,Tchibanga Airport,GA,Africa/Libreville
TCJ,Torembi Airport,PG,Asia/Jayapura
TCK,Tinboli Airport,PG,Asia/Jayapura
TCL,Tuscaloosa Regional Airport,US,America/Chicago
TCM,McChord Air Force Base,US,America/Vancouver
TCN,Tehuacan Airport,MX,America/Mexico_City
TCO,La Florida Airport,CO,America/Bogota
TCP,Taba International Airport,EG,Africa/Cairo
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,PE,America/Lima
TCR,Tuticorin Airport,IN,Asia/Colombo
TCS,Truth or Consequences Municipal Airport,US,Europe/Luxembourg
TCT,Takotna Airport,US,America/Anchorage
TCU,Thaba Nchu Tar Airport,ZA,Africa/Johannesburg
TCW,Tocumwal Airport,AU,Australia/Sydney
TCX,Tabas Airport,IR,Asia/Tehran
TCY,Terrace Bay Airport,NA,Africa/Windhoek
TCZ,Tengchong Tuofeng Airport,CN,Asia/Dhaka
TDA,Trinidad Airport,CO,America/Bogota
TDB,Tetebedi Airport,PG,Pacific/Tarawa
TDD,Teniente Av. Jorge Henrich Arauz Airport,BO,America/La_Paz
TDG,Tandag Airport,PH,Asia/Manila
TDJ,Tadjoura Airport,DJ,Africa/Djibouti
TDK,Taldykorgan Airport,KZ,Asia/Almaty
TDL,Héroes De Malvinas Airport,AR,America/Argentina/Buenos_Aires
TDN,Theda Station Airport,AU,Australia/Darwin
TDO,Ed Carlson Memorial Field South Lewis County Airport,US,America/Vancouver
TDP,Trompeteros Airport,PE,America/Guayaquil
TDR,Theodore Airport,AU,Australia/Brisbane
TDS,Sasereme Airport,PG,Pacific/Port_Moresby
TDT,Tanda Tula Airport,ZA,Africa/Mbabane
TDV,Samangoky Airport,MG,Indian/Antananarivo
TDW,Tradewind Airport,US,America/Denver
TDX,Trat Airport,TH,Asia/Bangkok
TDZ,Toledo Executive Airport,US,America/Detroit
TEA,Tela Airport,HN,America/Tegucigalpa
TEB,Teterboro Airport,US,America/New_York
TEC,Telêmaco Borba Airport,BR,America/Sao_Paulo
TED,Thisted Airport,DK,Europe/Copenhagen
TEE,Cheikh Larbi Tébessi Airport,DZ,Africa/Algiers
TEF,Telfer Airport,AU,Australia/Perth
TEG,Tenkodogo Airport,BF,Africa/Ouagadougou
TEI,Tezu Airport,IN,Asia/Kolkata
TEK,Tatitlek Airport,US,America/Anchorage
TEL,Telupid Airport,MY,Asia/Kuching
TEM,Temora Airport,AU,Australia/Sydney
TEN,Tongren Fenghuang Airport,CN,Asia/Chongqing
TEO,Terapo Airport,PG,Pacific/Port_Moresby
TEP,Tep Tep Airport,PG,Pacific/Port_Moresby
TEQ,Tekirdağ Çorlu Airport,TR,Europe/Istanbul
TER,Lajes Airport,PT,Atlantic/Azores
TES,Tessenei Airport,ER,Africa/Asmara
TET,Chingozi Airport,MZ,Africa/Maputo
TEU,Manapouri Airport,NZ,Pacific/Auckland
TEV,Teruel Airport,ES,Europe/Madrid
TEX,Telluride Regional Airport,US,America/Denver
TEY,Þingeyri Airport,IS,Atlantic/Reykjavik
TEZ,Tezpur Airport,IN,Asia/Kolkata
TFB,Tifalmin Airport,PG,Asia/Jayapura
TFF,Tefé Airport,BR,America/Manaus
TFI,Tufi Airport,PG,Pacific/Port_Moresby
TFL,Juscelino Kubitscheck Airport,BR,America/Sao_Paulo
TFM,Telefomin Airport,PG,Pacific/Port_Moresby
TFN,Tenerife Norte Airport,ES,Atlantic/Canary
TFS,Tenerife South Airport,ES,Atlantic/Canary
TFT,Taftan Airport,PK,Asia/Karachi
TGA,Tengah Air Base,SG,Asia/Singapore
TGC,Tanjung Manis Airport,MY,Asia/Kuching
TGD,Podgorica Airport / Podgorica Golubovci Airbase,ME,Europe/Belgrade
TGE,Sharpe Field,US,Europe/Bratislava
TGG,Sultan Mahmud Airport,MY,Asia/Kuala_Lumpur
TGH,Tongoa Airport,VU,Pacific/Efate
TGI,Tingo Maria Airport,PE,America/Lima
TGJ,Tiga Airport,NC,Pacific/Noumea
TGK,Taganrog Yuzhny Airport,RU,Europe/Zaporozhye
TGL,Tagula Airport,PG,Pacific/Port_Moresby
TGM,Transilvania Târgu Mureş International Airport,RO,Europe/Bucharest
TGN,Latrobe Valley Airport,AU,Australia/Melbourne
TGO,Tongliao Airport,CN,Asia/Shanghai
TGQ,Tangará da Serra Airport,BR,America/Cuiaba
TGR,Touggourt Sidi Madhi Airport,DZ,Africa/Algiers
TGS,Chokwé Airport,MZ,Africa/Maputo
TGT,Tanga Airport,TZ,Africa/Dar_es_Salaam
TGU,Toncontín International Airport,HN,America/Tegucigalpa
TGV,Targovishte Airport / Buhovtsi Airfield,BG,Europe/Bucharest
TGZ,Angel Albino Corzo International Airport,MX,America/Guatemala
THA,Tullahoma Regional Arpt/Wm Northern Field,US,America/Kentucky/Monticello
THB,Thaba-Tseka Airport,LS,Africa/Maseru
THC,Tchien Airport,LR,Africa/Monrovia
THE,Senador Petrônio Portela Airport,BR,America/Fortaleza
THG,Thangool Airport,AU,Australia/Brisbane
THH,Taharoa Aerodrome,NZ,Pacific/Auckland
THI,Tichitt Airport,MR,Africa/Nouakchott
THK,Thakhek Airport,LA,Asia/Vientiane
THL,Tachileik Airport,MM,Asia/Rangoon
THM,Thompson Falls Airport,US,Europe/Jersey
THN,Trollhättan-Vänersborg Airport,SE,Europe/Stockholm
THO,Þórshöfn Airport,IS,Atlantic/Reykjavik
THP,Hot Springs County Airport,US,America/Denver
THQ,Tianshui Maijishan Airport,CN,Asia/Chongqing
THR,Mehrabad International Airport,IR,Asia/Tehran
THS,Sukhothai Airport,TH,Asia/Bangkok
THT,Tamchakett Airport,MR,Africa/Nouakchott
THU,Thule Air Base,GL,America/Thule
THV,York Airport,US,America/New_York
THX,Turukhansk Airport,RU,Asia/Novokuznetsk
THY,Thohoyandou Airport,ZA,Africa/Johannesburg
THZ,Tahoua Airport,NE,Africa/Niamey
TIA,Tirana International Airport Mother Teresa,AL,Europe/Tirane
TIB,Tibú Airport,CO,America/Bogota
TIC,Tinak Airport,MH,Pacific/Majuro
TID,Abdelhafid Boussouf Bou Chekif Airport,DZ,Africa/Algiers
TIE,Tippi Airport,ET,Africa/Addis_Ababa
TIF,Ta’if Regional Airport,SA,Asia/Riyadh
TIH,Tikehau Airport,PF,Pacific/Tahiti
TII,Tarinkot Airport,AF,Asia/Kabul
TIJ,General Abelardo L. Rodríguez International Airport,MX,America/Tijuana
TIK,Tinker Air Force Base,US,America/Matamoros
TIL,Cheadle Airport,CA,Europe/London
TIM,Mozes Kilangin Airport,ID,Asia/Jayapura
TIN,Tindouf Airport,DZ,Africa/Algiers
TIO,Tilin Airport,MM,Asia/Rangoon
TIP,Tripoli International Airport,LY,Africa/Tripoli
